movieId,userId,rating
1,1,3.75
3,1,3.75
6,1,3.75
47,1,5.0
50,1,5.0
70,1,2.5
101,1,5.0
110,1,3.75
151,1,5.0
157,1,5.0
163,1,5.0
216,1,5.0
223,1,2.5
231,1,5.0
235,1,3.75
260,1,5.0
296,1,2.5
316,1,2.5
333,1,5.0
349,1,3.75
356,1,3.75
362,1,5.0
367,1,3.75
423,1,2.5
441,1,3.75
457,1,5.0
480,1,3.75
500,1,2.5
527,1,5.0
543,1,3.75
552,1,3.75
553,1,5.0
590,1,3.75
592,1,3.75
593,1,3.75
596,1,5.0
608,1,5.0
648,1,2.5
661,1,5.0
673,1,2.5
733,1,3.75
736,1,2.5
780,1,2.5
804,1,3.75
919,1,5.0
923,1,5.0
940,1,5.0
943,1,3.75
954,1,5.0
1009,1,2.5
1023,1,5.0
1024,1,5.0
1025,1,5.0
1029,1,5.0
1030,1,2.5
1031,1,5.0
1032,1,5.0
1042,1,3.75
1049,1,5.0
1060,1,3.75
1073,1,5.0
1080,1,5.0
1089,1,5.0
1090,1,3.75
1092,1,5.0
1097,1,5.0
1127,1,3.75
1136,1,5.0
1196,1,5.0
1197,1,5.0
1198,1,5.0
1206,1,5.0
1208,1,3.75
1210,1,5.0
1213,1,5.0
1214,1,3.75
1219,1,1.25
1220,1,5.0
1222,1,5.0
1224,1,5.0
1226,1,5.0
1240,1,5.0
1256,1,5.0
1258,1,2.5
1265,1,3.75
1270,1,5.0
1275,1,5.0
1278,1,5.0
1282,1,5.0
1291,1,5.0
1298,1,5.0
1348,1,3.75
1377,1,2.5
1396,1,2.5
1408,1,2.5
1445,1,2.5
1473,1,3.75
1500,1,3.75
1517,1,5.0
1552,1,3.75
1573,1,5.0
1580,1,2.5
1587,1,5.0
1617,1,5.0
1620,1,3.75
1625,1,5.0
1644,1,2.5
1676,1,2.5
1732,1,5.0
1777,1,3.75
1793,1,3.75
1804,1,5.0
1805,1,3.75
1920,1,3.75
1927,1,5.0
1954,1,5.0
1967,1,3.75
2000,1,3.75
2005,1,5.0
2012,1,3.75
2018,1,5.0
2028,1,3.75
2033,1,5.0
2046,1,3.75
2048,1,5.0
2054,1,3.75
2058,1,5.0
2078,1,5.0
2090,1,5.0
2093,1,2.5
2094,1,5.0
2096,1,3.75
2099,1,3.75
2105,1,3.75
2115,1,5.0
2116,1,5.0
2137,1,5.0
2139,1,5.0
2141,1,5.0
2143,1,3.75
2161,1,5.0
2174,1,3.75
2193,1,3.75
2253,1,1.25
2268,1,3.75
2273,1,3.75
2291,1,5.0
2329,1,5.0
2338,1,1.25
2353,1,5.0
2366,1,3.75
2387,1,5.0
2389,1,1.25
2395,1,5.0
2406,1,3.75
2414,1,2.5
2427,1,5.0
2450,1,3.75
2459,1,5.0
2470,1,5.0
2478,1,3.75
2492,1,3.75
2502,1,5.0
2528,1,2.5
2529,1,5.0
2542,1,5.0
2571,1,5.0
2580,1,5.0
2596,1,5.0
2616,1,3.75
2617,1,1.25
2628,1,3.75
2640,1,3.75
2641,1,5.0
2644,1,3.75
2648,1,3.75
2654,1,5.0
2657,1,2.5
2692,1,5.0
2700,1,5.0
2716,1,5.0
2761,1,5.0
2797,1,3.75
2826,1,3.75
2858,1,5.0
2872,1,5.0
2899,1,5.0
2916,1,3.75
2944,1,5.0
2947,1,5.0
2948,1,5.0
2949,1,5.0
2959,1,5.0
2985,1,3.75
2987,1,5.0
2991,1,5.0
2993,1,5.0
2997,1,3.75
3033,1,5.0
3034,1,5.0
3052,1,5.0
3053,1,5.0
3062,1,3.75
3147,1,5.0
3168,1,3.75
3176,1,0.0
3243,1,2.5
3247,1,2.5
3253,1,5.0
3273,1,5.0
3386,1,5.0
3439,1,3.75
3440,1,3.75
3441,1,5.0
3448,1,5.0
3450,1,5.0
3479,1,3.75
3489,1,3.75
3527,1,3.75
3578,1,5.0
3617,1,3.75
3639,1,3.75
3671,1,5.0
3702,1,5.0
3703,1,5.0
3729,1,5.0
3740,1,3.75
3744,1,3.75
3793,1,5.0
3809,1,3.75
4006,1,3.75
5060,1,5.0
318,2,1.666666666666667
333,2,3.333333333333333
1704,2,4.166666666666667
3578,2,3.333333333333333
6874,2,3.333333333333333
8798,2,2.4999999999999996
46970,2,3.333333333333333
48516,2,3.333333333333333
58559,2,4.166666666666667
60756,2,4.999999999999999
68157,2,4.166666666666667
71535,2,1.666666666666667
74458,2,3.333333333333333
77455,2,1.666666666666667
79132,2,3.333333333333333
80489,2,4.166666666666667
80906,2,4.999999999999999
86345,2,3.333333333333333
89774,2,4.999999999999999
91529,2,2.4999999999999996
91658,2,0.8333333333333331
99114,2,2.4999999999999996
106782,2,4.999999999999999
109487,2,1.666666666666667
112552,2,3.333333333333333
114060,2,0.0
115713,2,2.4999999999999996
122882,2,4.999999999999999
131724,2,4.999999999999999
31,3,0.0
527,3,0.0
647,3,0.0
688,3,0.0
720,3,0.0
849,3,5.0
914,3,0.0
1093,3,0.0
1124,3,0.0
1263,3,0.0
1272,3,0.0
1275,3,3.3333333333333326
1302,3,0.0
1371,3,2.7777777777777777
1587,3,4.444444444444445
2018,3,0.0
2080,3,0.0
2090,3,0.0
2105,3,1.6666666666666665
2288,3,3.8888888888888884
2424,3,0.0
2851,3,5.0
3024,3,4.444444444444445
3210,3,0.0
3703,3,5.0
3949,3,0.0
4518,3,5.0
5048,3,0.0
5181,3,5.0
5746,3,5.0
5764,3,4.444444444444445
5919,3,5.0
6238,3,0.0
6835,3,5.0
7899,3,4.444444444444445
7991,3,5.0
26409,3,4.444444444444445
70946,3,5.0
72378,3,0.0
21,4,2.5
32,4,1.25
45,4,2.5
47,4,1.25
52,4,2.5
58,4,2.5
106,4,3.75
125,4,5.0
126,4,0.0
162,4,5.0
171,4,2.5
176,4,5.0
190,4,1.25
215,4,5.0
222,4,0.0
232,4,5.0
235,4,1.25
247,4,2.5
260,4,5.0
265,4,5.0
296,4,0.0
319,4,5.0
342,4,5.0
345,4,3.75
348,4,3.75
351,4,2.5
357,4,2.5
368,4,3.75
417,4,1.25
441,4,0.0
450,4,1.25
457,4,5.0
475,4,5.0
492,4,5.0
509,4,0.0
538,4,5.0
539,4,0.0
553,4,1.25
588,4,3.75
593,4,5.0
595,4,2.5
599,4,1.25
608,4,5.0
648,4,2.5
708,4,3.75
759,4,2.5
800,4,3.75
892,4,3.75
898,4,5.0
899,4,3.75
902,4,3.75
904,4,3.75
908,4,5.0
910,4,5.0
912,4,5.0
914,4,5.0
919,4,5.0
920,4,5.0
930,4,5.0
937,4,2.5
1025,4,3.75
1046,4,5.0
1057,4,2.5
1060,4,1.25
1073,4,3.75
1077,4,5.0
1079,4,1.25
1080,4,5.0
1084,4,5.0
1086,4,5.0
1094,4,2.5
1103,4,5.0
1136,4,5.0
1179,4,3.75
1183,4,0.0
1188,4,5.0
1196,4,5.0
1197,4,5.0
1198,4,2.5
1199,4,1.25
1203,4,5.0
1211,4,0.0
1213,4,3.75
1219,4,3.75
1225,4,3.75
1250,4,5.0
1259,4,3.75
1265,4,3.75
1266,4,3.75
1279,4,1.25
1282,4,5.0
1283,4,5.0
1288,4,3.75
1291,4,3.75
1304,4,2.5
1391,4,0.0
1449,4,5.0
1466,4,3.75
1500,4,3.75
1517,4,3.75
1580,4,2.5
1597,4,0.0
1617,4,1.25
1641,4,3.75
1704,4,0.0
1719,4,3.75
1732,4,3.75
1733,4,5.0
1734,4,2.5
1834,4,5.0
1860,4,1.25
1883,4,3.75
1885,4,2.5
1892,4,1.25
1895,4,3.75
1907,4,2.5
1914,4,3.75
1916,4,0.0
1923,4,2.5
1947,4,5.0
1966,4,1.25
1967,4,5.0
1968,4,3.75
2019,4,1.25
2076,4,3.75
2078,4,5.0
2109,4,3.75
2145,4,2.5
2150,4,5.0
2174,4,5.0
2186,4,5.0
2203,4,3.75
2204,4,5.0
2282,4,0.0
2324,4,0.0
2336,4,1.25
2351,4,3.75
2359,4,3.75
2390,4,5.0
2395,4,2.5
2406,4,3.75
2467,4,3.75
2571,4,0.0
2583,4,5.0
2599,4,5.0
2628,4,0.0
2683,4,3.75
2692,4,5.0
2712,4,1.25
2762,4,3.75
2763,4,0.0
2770,4,1.25
2791,4,5.0
2843,4,5.0
2858,4,5.0
2874,4,3.75
2921,4,3.75
2926,4,5.0
2959,4,1.25
2973,4,1.25
2997,4,3.75
3033,4,3.75
3044,4,5.0
3060,4,3.75
3079,4,2.5
3083,4,5.0
3160,4,3.75
3175,4,0.0
3176,4,3.75
3204,4,3.75
3255,4,3.75
3317,4,3.75
3358,4,2.5
3365,4,5.0
3386,4,3.75
3408,4,3.75
3481,4,1.25
3489,4,0.0
3508,4,5.0
3538,4,1.25
3591,4,0.0
3788,4,2.5
3809,4,2.5
3851,4,5.0
3897,4,3.75
3911,4,2.5
3967,4,3.75
3996,4,3.75
4002,4,2.5
4014,4,0.0
4020,4,2.5
4021,4,3.75
4027,4,2.5
4029,4,2.5
4033,4,3.75
4034,4,5.0
4074,4,2.5
4121,4,3.75
4144,4,2.5
4166,4,2.5
4226,4,1.25
4239,4,5.0
4246,4,3.75
4252,4,2.5
4260,4,1.25
4273,4,3.75
4308,4,0.0
4347,4,3.75
4381,4,2.5
4641,4,0.0
4741,4,2.5
4765,4,5.0
4881,4,2.5
4896,4,3.75
4902,4,3.75
4967,4,5.0
1,5,3.75
21,5,3.75
34,5,3.75
36,5,3.75
39,5,2.5
50,5,3.75
58,5,5.0
110,5,3.75
150,5,2.5
153,5,2.5
232,5,3.75
247,5,5.0
253,5,2.5
261,5,3.75
265,5,2.5
266,5,0.0
290,5,5.0
296,5,5.0
300,5,2.5
316,5,1.25
318,5,2.5
344,5,2.5
349,5,2.5
357,5,1.25
364,5,2.5
367,5,3.75
380,5,1.25
410,5,2.5
457,5,3.75
474,5,3.75
475,5,5.0
515,5,2.5
527,5,5.0
531,5,3.75
534,5,2.5
588,5,3.75
589,5,2.5
590,5,5.0
592,5,2.5
594,5,5.0
595,5,5.0
596,5,5.0
597,5,2.5
608,5,2.5
2,6,3.75
3,6,5.0
4,6,2.5
5,6,5.0
6,6,3.75
7,6,3.75
8,6,2.5
10,6,2.5
11,6,3.75
13,6,2.5
15,6,3.75
16,6,3.75
17,6,3.75
19,6,1.25
21,6,1.25
22,6,5.0
24,6,3.75
25,6,2.5
26,6,3.75
27,6,2.5
31,6,2.5
32,6,3.75
34,6,3.75
36,6,5.0
41,6,3.75
43,6,3.75
45,6,2.5
46,6,3.75
47,6,3.75
50,6,0.0
54,6,3.75
60,6,3.75
61,6,3.75
62,6,3.75
65,6,2.5
66,6,2.5
76,6,3.75
79,6,2.5
86,6,5.0
87,6,2.5
88,6,1.25
89,6,3.75
92,6,3.75
93,6,3.75
95,6,3.75
100,6,2.5
102,6,0.0
104,6,3.75
105,6,2.5
110,6,5.0
112,6,3.75
113,6,2.5
126,6,2.5
135,6,2.5
140,6,2.5
141,6,3.75
145,6,3.75
146,6,3.75
150,6,3.75
151,6,3.75
153,6,2.5
158,6,3.75
159,6,2.5
160,6,5.0
161,6,2.5
163,6,2.5
165,6,2.5
168,6,5.0
170,6,2.5
171,6,2.5
174,6,2.5
177,6,2.5
179,6,0.0
180,6,1.25
181,6,2.5
185,6,2.5
186,6,2.5
189,6,2.5
191,6,1.25
195,6,3.75
196,6,2.5
201,6,2.5
204,6,2.5
205,6,2.5
207,6,3.75
208,6,2.5
209,6,2.5
210,6,3.75
212,6,3.75
216,6,3.75
217,6,2.5
218,6,1.25
219,6,2.5
222,6,3.75
224,6,2.5
225,6,3.75
230,6,5.0
231,6,2.5
234,6,1.25
236,6,3.75
237,6,3.75
239,6,2.5
240,6,2.5
243,6,2.5
248,6,5.0
250,6,3.75
251,6,2.5
252,6,3.75
253,6,2.5
254,6,2.5
256,6,2.5
257,6,5.0
258,6,2.5
261,6,3.75
262,6,5.0
265,6,2.5
266,6,2.5
267,6,2.5
270,6,2.5
271,6,3.75
273,6,2.5
274,6,3.75
276,6,3.75
277,6,5.0
279,6,2.5
281,6,3.75
282,6,2.5
288,6,1.25
289,6,2.5
291,6,2.5
292,6,3.75
293,6,2.5
296,6,1.25
302,6,2.5
303,6,2.5
304,6,3.75
310,6,2.5
312,6,0.0
313,6,2.5
314,6,5.0
315,6,3.75
316,6,5.0
317,6,3.75
318,6,5.0
327,6,0.0
329,6,3.75
330,6,2.5
332,6,2.5
333,6,5.0
336,6,2.5
337,6,5.0
339,6,3.75
340,6,3.75
342,6,2.5
343,6,2.5
344,6,2.5
347,6,2.5
348,6,2.5
349,6,5.0
350,6,5.0
351,6,3.75
352,6,2.5
353,6,3.75
354,6,3.75
355,6,3.75
356,6,5.0
357,6,2.5
358,6,2.5
359,6,2.5
360,6,2.5
361,6,3.75
362,6,2.5
364,6,5.0
366,6,2.5
367,6,3.75
368,6,5.0
370,6,3.75
371,6,2.5
374,6,2.5
377,6,5.0
378,6,2.5
380,6,3.75
381,6,2.5
382,6,2.5
383,6,2.5
405,6,2.5
410,6,2.5
412,6,2.5
415,6,3.75
416,6,2.5
419,6,2.5
426,6,2.5
432,6,5.0
434,6,3.75
435,6,2.5
437,6,2.5
440,6,3.75
445,6,2.5
450,6,3.75
454,6,3.75
455,6,2.5
457,6,5.0
458,6,2.5
460,6,2.5
466,6,1.25
468,6,3.75
469,6,3.75
472,6,2.5
474,6,3.75
475,6,3.75
477,6,3.75
480,6,5.0
485,6,2.5
489,6,2.5
490,6,2.5
491,6,3.75
493,6,2.5
494,6,2.5
497,6,2.5
500,6,5.0
502,6,2.5
505,6,2.5
508,6,3.75
509,6,2.5
510,6,2.5
515,6,3.75
516,6,3.75
520,6,2.5
524,6,2.5
527,6,2.5
531,6,2.5
532,6,2.5
536,6,2.5
537,6,2.5
539,6,2.5
540,6,2.5
542,6,3.75
543,6,2.5
546,6,1.25
548,6,2.5
552,6,2.5
553,6,5.0
569,6,3.75
575,6,2.5
587,6,5.0
588,6,5.0
589,6,2.5
590,6,5.0
592,6,2.5
593,6,3.75
594,6,3.75
595,6,5.0
596,6,2.5
597,6,3.75
606,6,2.5
608,6,2.5
609,6,3.75
616,6,5.0
628,6,2.5
631,6,3.75
637,6,3.75
640,6,0.0
647,6,3.75
662,6,2.5
667,6,2.5
694,6,2.5
697,6,2.5
700,6,3.75
704,6,2.5
708,6,3.75
709,6,5.0
710,6,2.5
711,6,3.75
719,6,1.25
736,6,5.0
747,6,2.5
762,6,0.0
765,6,2.5
775,6,2.5
780,6,5.0
783,6,5.0
795,6,2.5
799,6,2.5
801,6,2.5
802,6,3.75
818,6,2.5
830,6,5.0
835,6,3.75
837,6,2.5
838,6,3.75
839,6,2.5
842,6,2.5
848,6,3.75
852,6,3.75
867,6,2.5
880,6,2.5
881,6,2.5
888,6,2.5
891,6,2.5
979,6,2.5
981,6,2.5
986,6,3.75
991,6,3.75
996,6,3.75
999,6,1.25
1004,6,3.75
1006,6,3.75
1042,6,2.5
1049,6,5.0
1061,6,3.75
1064,6,3.75
1073,6,2.5
1082,6,3.75
1084,6,2.5
1,7,4.444444444444445
50,7,4.444444444444445
58,7,2.7777777777777777
150,7,4.444444444444445
165,7,3.8888888888888884
260,7,5.0
356,7,5.0
380,7,2.7777777777777777
466,7,5.0
480,7,5.0
587,7,1.6666666666666665
588,7,2.7777777777777777
589,7,2.2222222222222223
592,7,2.7777777777777777
593,7,5.0
595,7,3.3333333333333326
648,7,3.8888888888888884
750,7,3.8888888888888884
780,7,4.444444444444445
920,7,2.7777777777777777
924,7,3.8888888888888884
1101,7,3.8888888888888884
1183,7,1.1111111111111112
1196,7,3.8888888888888884
1208,7,3.8888888888888884
1210,7,3.8888888888888884
1219,7,5.0
1220,7,4.444444444444445
1240,7,5.0
1246,7,1.1111111111111112
1270,7,5.0
1517,7,3.3333333333333326
1584,7,5.0
1610,7,3.8888888888888884
1617,7,2.7777777777777777
1682,7,2.7777777777777777
1784,7,0.0
1917,7,3.8888888888888884
1923,7,1.1111111111111112
1954,7,4.444444444444445
2019,7,5.0
2324,7,1.6666666666666665
2353,7,3.3333333333333326
2529,7,5.0
2628,7,1.1111111111111112
2640,7,2.7777777777777777
2671,7,4.444444444444445
2683,7,1.6666666666666665
2688,7,2.2222222222222223
2701,7,1.1111111111111112
2717,7,3.3333333333333326
2762,7,4.444444444444445
2858,7,3.8888888888888884
3114,7,4.444444444444445
3354,7,1.1111111111111112
3408,7,4.444444444444445
3578,7,1.1111111111111112
3623,7,0.5555555555555556
3793,7,3.3333333333333326
3869,7,5.0
3916,7,3.8888888888888884
3977,7,2.2222222222222223
3994,7,2.7777777777777777
4018,7,3.8888888888888884
4223,7,1.6666666666666665
4246,7,1.6666666666666665
4306,7,3.8888888888888884
4310,7,0.0
4370,7,4.444444444444445
4643,7,0.5555555555555556
4700,7,1.1111111111111112
4844,7,1.1111111111111112
4874,7,2.7777777777777777
4886,7,3.8888888888888884
4896,7,3.8888888888888884
4963,7,3.8888888888888884
4993,7,4.444444444444445
4995,7,4.444444444444445
5218,7,3.3333333333333326
5349,7,3.3333333333333326
5378,7,0.0
5445,7,3.8888888888888884
5459,7,2.7777777777777777
5464,7,2.7777777777777777
5502,7,1.1111111111111112
5618,7,5.0
5816,7,4.444444444444445
5952,7,4.444444444444445
5989,7,3.8888888888888884
5991,7,4.444444444444445
6333,7,3.8888888888888884
6365,7,3.8888888888888884
6534,7,0.0
6539,7,4.444444444444445
6863,7,4.444444444444445
6934,7,1.6666666666666665
7143,7,4.444444444444445
7153,7,3.8888888888888884
7155,7,2.7777777777777777
7445,7,3.8888888888888884
8207,7,4.444444444444445
8360,7,3.3333333333333326
8368,7,2.2222222222222223
8373,7,1.6666666666666665
8528,7,4.444444444444445
8636,7,4.444444444444445
8665,7,3.3333333333333326
8666,7,0.5555555555555556
8783,7,0.5555555555555556
8798,7,4.444444444444445
8808,7,1.1111111111111112
8865,7,0.5555555555555556
8870,7,3.3333333333333326
8907,7,0.5555555555555556
8908,7,4.444444444444445
8949,7,3.8888888888888884
8957,7,3.8888888888888884
8958,7,3.3333333333333326
8961,7,3.8888888888888884
8965,7,0.5555555555555556
8970,7,2.2222222222222223
8972,7,2.2222222222222223
8984,7,3.8888888888888884
27741,7,2.7777777777777777
30812,7,3.3333333333333326
30816,7,1.6666666666666665
31878,7,3.3333333333333326
32029,7,1.6666666666666665
32031,7,1.1111111111111112
32296,7,1.6666666666666665
32587,7,3.3333333333333326
33162,7,3.3333333333333326
33493,7,0.5555555555555556
33794,7,1.6666666666666665
33836,7,0.5555555555555556
34048,7,2.7777777777777777
34319,7,4.444444444444445
37741,7,3.3333333333333326
38388,7,3.3333333333333326
42002,7,4.444444444444445
45499,7,3.8888888888888884
45517,7,4.444444444444445
45668,7,0.5555555555555556
45730,7,0.0
46530,7,0.5555555555555556
48516,7,0.5555555555555556
48783,7,4.444444444444445
48997,7,2.2222222222222223
49272,7,4.444444444444445
49278,7,3.3333333333333326
49286,7,0.0
49824,7,2.7777777777777777
2,8,3.75
10,8,1.25
11,8,3.75
21,8,3.75
32,8,2.5
34,8,5.0
39,8,2.5
47,8,3.75
50,8,5.0
110,8,2.5
141,8,2.5
150,8,3.75
153,8,1.25
185,8,5.0
186,8,3.75
208,8,2.5
231,8,3.75
235,8,2.5
236,8,2.5
252,8,2.5
253,8,5.0
282,8,2.5
292,8,2.5
296,8,3.75
317,8,2.5
318,8,5.0
339,8,2.5
356,8,2.5
357,8,5.0
364,8,5.0
367,8,2.5
377,8,3.75
380,8,5.0
432,8,0.0
440,8,2.5
454,8,3.75
457,8,2.5
480,8,3.75
500,8,1.25
527,8,5.0
539,8,2.5
586,8,2.5
587,8,2.5
590,8,5.0
592,8,2.5
593,8,3.75
597,8,2.5
41,9,2.5
187,9,2.5
223,9,3.75
371,9,2.5
627,9,2.5
922,9,3.75
923,9,5.0
1037,9,1.25
1095,9,3.75
1198,9,5.0
1270,9,5.0
1674,9,3.75
1987,9,1.25
2011,9,2.5
2012,9,3.75
2023,9,2.5
2300,9,5.0
2877,9,2.5
2901,9,1.25
3173,9,1.25
3328,9,2.5
3735,9,2.5
4131,9,0.0
4558,9,0.0
4993,9,5.0
5218,9,3.75
5378,9,2.5
5445,9,3.75
5447,9,3.75
5451,9,3.75
5481,9,5.0
5507,9,0.0
5841,9,0.0
5843,9,2.5
5872,9,2.5
