movieId,timestamp,userId,rating
1,2000-07-30 18:45:03,1,3.75
3,2000-07-30 18:20:47,1,3.75
6,2000-07-30 18:37:04,1,3.75
47,2000-07-30 19:03:35,1,5.0
50,2000-07-30 18:48:51,1,5.0
70,2000-07-30 18:40:00,1,2.5
101,2000-07-30 18:14:28,1,5.0
110,2000-07-30 18:36:16,1,3.75
151,2000-07-30 19:07:21,1,5.0
157,2000-07-30 19:08:20,1,5.0
163,2000-07-30 19:00:50,1,5.0
216,2000-07-30 18:20:08,1,5.0
223,2000-07-30 18:16:25,1,2.5
231,2000-07-30 18:19:39,1,5.0
235,2000-07-30 18:15:08,1,3.75
260,2000-07-30 18:28:00,1,5.0
296,2000-07-30 18:49:27,1,2.5
316,2000-07-30 18:38:30,1,2.5
333,2000-07-30 18:19:39,1,5.0
349,2000-07-30 18:42:43,1,3.75
356,2000-07-30 18:16:02,1,3.75
362,2000-07-30 18:43:08,1,5.0
367,2000-07-30 18:28:30,1,3.75
423,2000-07-30 18:39:23,1,2.5
441,2000-07-30 18:14:28,1,3.75
457,2000-07-30 18:31:49,1,5.0
480,2000-07-30 18:39:06,1,3.75
500,2000-07-30 18:20:08,1,2.5
527,2000-07-30 19:06:42,1,5.0
543,2000-07-30 18:19:39,1,3.75
552,2000-07-30 18:44:13,1,3.75
553,2000-07-30 19:09:13,1,5.0
590,2000-07-30 18:42:26,1,3.75
592,2000-07-30 18:37:51,1,3.75
593,2000-07-30 19:03:13,1,3.75
596,2000-07-30 18:47:18,1,5.0
608,2000-07-30 18:48:51,1,5.0
648,2000-07-30 18:42:43,1,2.5
661,2000-07-30 18:47:18,1,5.0
673,2000-07-30 18:29:35,1,2.5
733,2000-07-30 18:40:00,1,3.75
736,2000-07-30 18:44:13,1,2.5
780,2000-07-30 19:08:06,1,2.5
804,2000-07-30 18:08:19,1,3.75
919,2000-07-30 18:41:15,1,5.0
923,2000-07-30 18:25:29,1,5.0
940,2000-07-30 18:36:16,1,5.0
943,2000-07-30 19:00:14,1,3.75
954,2000-07-30 18:53:39,1,5.0
1009,2000-07-30 18:29:35,1,2.5
1023,2000-07-30 18:44:41,1,5.0
1024,2000-07-30 18:47:56,1,5.0
1025,2000-07-30 18:46:31,1,5.0
1029,2000-07-30 18:47:35,1,5.0
1030,2000-07-30 18:48:23,1,2.5
1031,2000-07-30 18:44:13,1,5.0
1032,2000-07-30 18:46:31,1,5.0
1042,2000-07-30 18:19:39,1,3.75
1049,2000-07-30 18:40:00,1,5.0
1060,2000-07-30 18:15:24,1,3.75
1073,2000-07-30 18:28:00,1,5.0
1080,2000-07-30 18:22:07,1,5.0
1089,2000-07-30 18:49:11,1,5.0
1090,2000-07-30 19:06:58,1,3.75
1092,2000-07-30 18:58:04,1,5.0
1097,2000-07-30 18:28:00,1,5.0
1127,2000-07-30 18:41:53,1,3.75
1136,2000-07-30 18:22:07,1,5.0
1196,2000-07-30 18:30:27,1,5.0
1197,2000-07-30 18:31:12,1,5.0
1198,2000-07-30 18:30:27,1,5.0
1206,2000-07-30 19:02:17,1,5.0
1208,2000-07-30 18:54:10,1,3.75
1210,2000-07-30 18:08:19,1,5.0
1213,2000-07-30 18:49:11,1,5.0
1214,2000-07-30 18:30:55,1,3.75
1219,2000-07-30 18:56:33,1,1.25
1220,2000-07-30 18:31:49,1,5.0
1222,2000-07-30 18:31:49,1,5.0
1224,2000-07-30 19:06:58,1,5.0
1226,2000-07-30 19:00:18,1,5.0
1240,2000-07-30 19:02:03,1,5.0
1256,2000-07-30 18:24:02,1,5.0
1258,2000-07-30 18:56:54,1,2.5
1265,2000-07-30 18:59:59,1,3.75
1270,2000-07-30 19:01:45,1,5.0
1275,2000-07-30 18:38:10,1,5.0
1278,2000-07-30 18:56:54,1,5.0
1282,2000-07-30 18:45:03,1,5.0
1291,2000-07-30 18:31:49,1,5.0
1298,2000-07-30 19:08:06,1,5.0
1348,2000-07-30 18:56:33,1,3.75
1377,2000-07-30 18:44:13,1,2.5
1396,2000-07-30 18:50:17,1,2.5
1408,2000-07-30 18:38:30,1,2.5
1445,2000-07-30 19:08:32,1,2.5
1473,2000-07-30 18:14:35,1,3.75
1500,2000-07-30 18:16:25,1,3.75
1517,2000-07-30 18:18:27,1,5.0
1552,2000-07-30 18:43:40,1,3.75
1573,2000-07-30 18:38:10,1,5.0
1580,2000-07-30 18:18:45,1,2.5
1587,2000-07-30 18:39:06,1,5.0
1617,2000-07-30 18:49:11,1,5.0
1620,2000-07-30 18:50:56,1,3.75
1625,2000-07-30 18:58:24,1,5.0
1644,2000-07-30 18:58:56,1,2.5
1676,2000-07-30 18:43:40,1,2.5
1732,2000-07-30 18:18:45,1,5.0
1777,2000-07-30 18:20:30,1,3.75
1793,2000-07-30 18:23:24,1,3.75
1804,2000-07-30 18:50:34,1,5.0
1805,2000-07-30 18:50:56,1,3.75
1920,2000-07-30 18:29:40,1,3.75
1927,2000-07-30 18:24:57,1,5.0
1954,2000-07-30 18:36:16,1,5.0
1967,2000-07-30 18:28:30,1,3.75
2000,2000-07-30 18:36:51,1,3.75
2005,2000-07-30 18:28:30,1,5.0
2012,2000-07-30 19:09:36,1,3.75
2018,2000-07-30 18:08:43,1,5.0
2028,2000-07-30 18:31:28,1,3.75
2033,2000-07-30 18:48:23,1,5.0
2046,2000-07-30 18:42:43,1,3.75
2048,2000-07-30 18:46:31,1,5.0
2054,2000-07-30 18:29:07,1,3.75
2058,2000-07-30 18:40:00,1,5.0
2078,2000-07-30 18:47:18,1,5.0
2090,2000-07-30 18:47:18,1,5.0
2093,2000-07-30 18:28:30,1,2.5
2094,2000-07-30 18:44:13,1,5.0
2096,2000-07-30 18:47:18,1,3.75
2099,2000-07-30 18:43:08,1,3.75
2105,2000-07-30 18:28:45,1,3.75
2115,2000-07-30 18:42:09,1,5.0
2116,2000-07-30 18:47:56,1,5.0
2137,2000-07-30 18:46:31,1,5.0
2139,2000-07-30 18:46:31,1,5.0
2141,2000-07-30 18:47:18,1,5.0
2143,2000-07-30 18:28:45,1,3.75
2161,2000-07-30 18:28:30,1,5.0
2174,2000-07-30 18:28:00,1,3.75
2193,2000-07-30 18:28:30,1,3.75
2253,2000-07-30 18:29:35,1,1.25
2268,2000-07-30 18:49:49,1,3.75
2273,2000-07-30 18:38:30,1,3.75
2291,2000-07-30 19:01:04,1,5.0
2329,2000-07-30 18:54:23,1,5.0
2338,2000-07-30 18:59:06,1,1.25
2353,2000-07-30 19:04:21,1,5.0
2366,2000-07-30 18:41:02,1,3.75
2387,2000-07-30 18:52:03,1,5.0
2389,2000-07-30 18:51:34,1,1.25
2395,2000-07-30 18:18:13,1,5.0
2406,2000-07-30 18:38:30,1,3.75
2414,2000-07-30 18:41:53,1,2.5
2427,2000-07-30 18:37:22,1,5.0
2450,2000-07-30 18:43:40,1,3.75
2459,2000-07-30 18:56:54,1,5.0
2470,2000-07-30 18:43:08,1,5.0
2478,2000-07-30 19:09:29,1,3.75
2492,2000-08-08 07:27:42,1,3.75
2502,2000-07-30 18:21:18,1,5.0
2528,2000-07-30 18:38:48,1,2.5
2529,2000-07-30 18:37:22,1,5.0
2542,2000-07-30 18:21:05,1,5.0
2571,2000-07-30 18:31:28,1,5.0
2580,2000-07-30 18:50:00,1,5.0
2596,2000-07-30 18:19:04,1,5.0
2616,2000-07-30 18:51:20,1,3.75
2617,2000-07-30 18:43:08,1,1.25
2628,2000-07-30 18:08:43,1,3.75
2640,2000-07-30 18:39:37,1,3.75
2641,2000-07-30 18:43:40,1,5.0
2644,2000-07-30 18:56:33,1,3.75
2648,2000-07-30 18:56:54,1,3.75
2654,2000-07-30 18:56:33,1,5.0
2657,2000-07-30 18:57:06,1,2.5
2692,2000-07-30 18:30:55,1,5.0
2700,2000-07-30 18:16:25,1,5.0
2716,2000-07-30 18:56:54,1,5.0
2761,2000-07-30 18:45:03,1,5.0
2797,2000-07-30 18:28:30,1,3.75
2826,2000-07-30 18:08:43,1,3.75
2858,2000-07-30 18:14:28,1,5.0
2872,2000-07-30 18:28:00,1,5.0
2899,2000-07-30 18:45:03,1,5.0
2916,2000-07-30 18:38:10,1,3.75
2944,2000-07-30 18:31:12,1,5.0
2947,2000-07-30 18:36:16,1,5.0
2948,2000-07-30 18:36:31,1,5.0
2949,2000-07-30 18:31:28,1,5.0
2959,2000-07-30 18:54:42,1,5.0
2985,2000-07-30 18:50:34,1,3.75
2987,2000-07-30 18:41:35,1,5.0
2991,2000-07-30 18:37:51,1,5.0
2993,2000-07-30 18:37:22,1,5.0
2997,2000-07-30 18:14:56,1,3.75
3033,2000-07-30 19:02:42,1,5.0
3034,2000-07-30 18:46:31,1,5.0
3052,2000-07-30 18:20:08,1,5.0
3053,2000-07-30 19:08:06,1,5.0
3062,2000-07-30 18:31:12,1,3.75
3147,2000-07-30 19:04:33,1,5.0
3168,2000-07-30 18:41:35,1,3.75
3176,2000-07-30 18:58:24,1,0.0
3243,2000-07-30 18:18:13,1,2.5
3247,2000-07-30 18:51:48,1,2.5
3253,2000-07-30 18:18:27,1,5.0
3273,2000-07-30 18:58:56,1,5.0
3386,2000-07-30 18:58:04,1,5.0
3439,2000-07-30 18:29:59,1,3.75
3440,2000-07-30 18:29:59,1,3.75
3441,2000-07-30 18:38:48,1,5.0
3448,2000-07-30 19:07:34,1,5.0
3450,2000-07-30 18:19:04,1,5.0
3479,2000-07-30 18:28:45,1,3.75
3489,2000-07-30 18:29:35,1,3.75
3527,2000-07-30 18:37:51,1,3.75
3578,2000-07-30 18:11:08,1,5.0
3617,2000-07-30 18:11:23,1,3.75
3639,2000-07-30 18:37:51,1,3.75
3671,2000-07-30 18:26:29,1,5.0
3702,2000-07-30 19:02:17,1,5.0
3703,2000-07-30 18:31:49,1,5.0
3729,2000-07-30 18:39:23,1,5.0
3740,2000-07-30 18:40:17,1,3.75
3744,2000-07-30 18:11:34,1,3.75
3793,2000-07-30 18:30:55,1,5.0
3809,2000-07-30 18:20:20,1,3.75
4006,2000-07-30 18:48:23,1,3.75
5060,2000-07-30 19:06:42,1,5.0
318,2015-10-24 19:27:15,2,1.666666666666667
333,2015-10-24 19:30:29,2,3.333333333333333
1704,2015-10-24 19:33:48,2,4.166666666666667
3578,2015-10-24 19:28:05,2,3.333333333333333
6874,2015-10-24 19:29:12,2,3.333333333333333
8798,2015-10-24 19:29:20,2,2.4999999999999996
46970,2015-10-24 19:30:13,2,3.333333333333333
48516,2015-10-24 19:31:04,2,3.333333333333333
58559,2015-10-24 19:32:21,2,4.166666666666667
60756,2015-10-24 19:29:40,2,4.999999999999999
68157,2015-10-24 19:32:34,2,4.166666666666667
71535,2015-10-24 19:29:34,2,1.666666666666667
74458,2015-10-24 19:28:46,2,3.333333333333333
77455,2015-10-24 19:29:01,2,1.666666666666667
79132,2015-10-24 19:27:21,2,3.333333333333333
80489,2015-10-24 19:35:40,2,4.166666666666667
80906,2015-10-24 19:32:52,2,4.999999999999999
86345,2015-10-24 19:32:46,2,3.333333333333333
89774,2015-10-24 19:33:09,2,4.999999999999999
91529,2015-10-24 19:28:11,2,2.4999999999999996
91658,2015-10-24 19:28:58,2,0.8333333333333331
99114,2015-10-24 19:27:54,2,2.4999999999999996
106782,2015-10-24 19:29:26,2,4.999999999999999
109487,2015-10-24 19:32:25,2,1.666666666666667
112552,2015-10-24 19:28:02,2,3.333333333333333
114060,2015-10-24 19:34:36,2,0.0
115713,2015-10-24 19:27:34,2,2.4999999999999996
122882,2015-10-24 19:34:32,2,4.999999999999999
131724,2015-10-24 19:27:31,2,4.999999999999999
31,2011-05-27 02:32:58,3,0.0
527,2011-05-27 02:44:35,3,0.0
647,2011-05-27 02:33:39,3,0.0
688,2011-05-27 02:43:48,3,0.0
720,2011-05-27 02:33:15,3,0.0
849,2011-05-27 02:33:31,3,5.0
914,2011-05-27 02:32:47,3,0.0
1093,2011-05-27 02:33:47,3,0.0
1124,2011-05-27 02:43:36,3,0.0
1263,2011-05-27 02:32:49,3,0.0
1272,2011-05-27 02:33:44,3,0.0
1275,2011-05-27 02:28:43,3,3.3333333333333326
1302,2011-05-27 02:43:09,3,0.0
1371,2011-05-27 02:32:41,3,2.7777777777777777
1587,2011-05-27 02:40:03,3,4.444444444444445
2018,2011-05-27 02:42:55,3,0.0
2080,2011-05-27 02:32:52,3,0.0
2090,2011-05-27 02:44:21,3,0.0
2105,2011-05-27 02:32:39,3,1.6666666666666665
2288,2011-05-27 02:33:51,3,3.8888888888888884
2424,2011-05-27 02:44:53,3,0.0
2851,2011-05-27 02:38:45,3,5.0
3024,2011-05-27 02:40:54,3,4.444444444444445
3210,2011-05-27 02:33:58,3,0.0
3703,2011-05-27 02:33:23,3,5.0
3949,2011-05-27 02:44:05,3,0.0
4518,2011-05-27 02:36:10,3,5.0
5048,2011-05-27 02:44:44,3,0.0
5181,2011-05-27 02:35:18,3,5.0
5746,2011-05-27 02:35:08,3,5.0
5764,2011-05-27 02:40:21,3,4.444444444444445
5919,2011-05-27 02:37:05,3,5.0
6238,2011-05-27 02:43:24,3,0.0
6835,2011-05-27 02:34:30,3,5.0
7899,2011-05-27 02:40:36,3,4.444444444444445
7991,2011-05-27 02:34:44,3,5.0
26409,2011-05-27 02:39:53,3,4.444444444444445
70946,2011-05-27 02:36:55,3,5.0
72378,2011-05-27 02:42:44,3,0.0
21,2001-04-10 20:39:59,4,2.5
32,1999-12-14 12:10:47,4,1.25
45,2001-04-10 20:37:27,4,2.5
47,1999-12-14 12:10:25,4,1.25
52,2000-07-26 14:46:26,4,2.5
58,2000-07-25 15:20:44,4,2.5
106,2001-04-09 20:39:44,4,3.75
125,2000-07-26 14:45:58,4,5.0
126,2001-04-09 20:42:00,4,0.0
162,1999-12-13 09:49:31,4,5.0
171,1999-12-13 09:47:08,4,2.5
176,2000-07-26 14:42:45,4,5.0
190,1999-12-13 10:00:59,4,1.25
215,1999-12-13 09:57:58,4,5.0
222,1999-12-19 18:44:00,4,0.0
232,2000-07-26 14:44:44,4,5.0
235,1999-12-14 12:11:53,4,1.25
247,2001-04-09 20:41:34,4,2.5
260,1999-12-13 10:00:59,4,5.0
265,2000-07-25 15:21:08,4,5.0
296,1999-12-14 12:09:10,4,0.0
319,1999-12-13 09:59:42,4,5.0
342,2000-07-25 15:21:40,4,5.0
345,1999-12-19 18:44:23,4,3.75
348,2000-07-26 14:46:26,4,3.75
351,2001-04-10 20:35:01,4,2.5
357,2000-07-26 14:55:06,4,2.5
368,1999-12-13 09:51:30,4,3.75
417,1999-12-13 09:47:47,4,1.25
441,2001-04-10 20:35:15,4,0.0
450,2001-04-09 20:40:28,4,1.25
457,1999-12-13 10:00:59,4,5.0
475,1999-12-14 12:24:50,4,5.0
492,1999-12-13 10:11:12,4,5.0
509,1999-12-13 09:58:26,4,0.0
538,1999-12-13 09:50:36,4,5.0
539,2000-07-25 15:27:12,4,0.0
553,1999-12-13 10:01:41,4,1.25
588,1999-12-13 10:07:50,4,3.75
593,2000-07-25 15:46:26,4,5.0
595,2001-04-09 20:36:49,4,2.5
599,1999-12-13 09:49:47,4,1.25
608,2000-07-25 15:46:48,4,5.0
648,1999-12-13 10:11:46,4,2.5
708,2001-04-10 20:40:30,4,3.75
759,1999-12-13 09:50:01,4,2.5
800,1999-12-13 09:58:26,4,3.75
892,2000-07-26 14:45:14,4,3.75
898,2000-07-26 14:55:47,4,5.0
899,1999-12-13 10:07:33,4,3.75
902,1999-12-13 09:47:26,4,3.75
904,1999-12-13 10:10:37,4,3.75
908,1999-12-14 12:18:22,4,5.0
910,1999-12-14 12:19:49,4,5.0
912,1999-12-14 12:18:22,4,5.0
914,1999-12-13 10:07:50,4,5.0
919,1999-12-13 10:05:21,4,5.0
920,1999-12-14 12:13:22,4,5.0
930,2000-07-25 15:22:51,4,5.0
937,2001-04-09 20:44:45,4,2.5
1025,1999-12-13 10:00:32,4,3.75
1046,1999-12-14 12:14:14,4,5.0
1057,2000-07-25 15:56:18,4,2.5
1060,2001-04-10 20:33:39,4,1.25
1073,1999-12-13 10:04:43,4,3.75
1077,1999-12-14 12:14:52,4,5.0
1079,1999-12-13 09:55:46,4,1.25
1080,2001-04-10 20:31:36,4,5.0
1084,1999-12-13 10:00:59,4,5.0
1086,2000-07-25 15:42:03,4,5.0
1094,2000-07-25 15:21:40,4,2.5
1103,2000-07-25 15:42:03,4,5.0
1136,2001-04-10 20:30:25,4,5.0
1179,2000-07-25 15:33:00,4,3.75
1183,2000-07-28 10:01:53,4,0.0
1188,2000-07-25 15:21:40,4,5.0
1196,2000-07-25 15:26:03,4,5.0
1197,2000-07-25 15:26:03,4,5.0
1198,2000-07-25 15:25:28,4,2.5
1199,1999-12-13 09:56:07,4,1.25
1203,1999-12-14 12:20:25,4,5.0
1211,2000-07-25 15:33:25,4,0.0
1213,1999-12-13 10:08:49,4,3.75
1219,2000-07-25 15:46:01,4,3.75
1225,2000-07-25 15:35:26,4,3.75
1250,1999-12-14 12:20:08,4,5.0
1259,2000-07-25 15:25:28,4,3.75
1265,2000-07-26 14:44:44,4,3.75
1266,2001-04-09 20:43:57,4,3.75
1279,2001-04-10 20:33:52,4,1.25
1282,1999-12-13 10:07:33,4,5.0
1283,1999-12-13 09:51:30,4,5.0
1288,1999-12-13 10:07:33,4,3.75
1291,2000-07-25 15:26:03,4,3.75
1304,1999-12-13 09:47:47,4,2.5
1391,1999-12-14 12:16:06,4,0.0
1449,1999-12-13 10:09:27,4,5.0
